PUID,name,extension,containerDataFormat,category,outPuid,possibleOutPuid,outputDataFormat,keepOriginal
fmt/655,KryoFlux Ver. (2),raw,true,Disk Image,fmt/655,fmt/655,false,true
fmt/656,KryoFlux Ver. (2.2),raw,true,Disk Image,fmt/656,fmt/656,false,true
fmt/657,Open XML Paper Specification,xps,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/658,Cypher Query Language,cql,false,Text (Source Code),fmt/658,fmt/658,true,false
fmt/659,Industry Foundation Classes Ver. (2x2),ifc,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/660,Adobe Type 1 Mac Font File,,false,Font,fmt/660,fmt/660,true,false
fmt/661,Sigma RAW Image,x3f,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/662,Panasonic Raw,rw2,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/663,Industry Foundation Classes XML,ifcXML,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/664,Gerber Format,gbr,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/665,Chasys Draw image file,cd5,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/666,ART image format,art,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/667,Photoshop Curve File,"acv,atf",false,Binary (Data),fmt/645,"fmt/645,fmt/10,fmt/13",false,true
fmt/668,Olympus RAW,orf,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/669,Minolta RAW,mrw,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/670,PKCS #7 Cryptographic Message File,"p7b, p7m, p7s",false,Text (Structured),fmt/477,fmt/477,false,true
fmt/671,Serif PagePlus Publication Ver. (Generic),ppp,false,Word Processing,fmt/477,fmt/477,false,false
fmt/672,Serif PagePlus Publication Ver. (4),ppp,false,Word Processing,fmt/477,fmt/477,false,false
fmt/673,Serif PagePlus Publication Ver. (5),ppp,false,Word Processing,fmt/477,fmt/477,false,false
fmt/674,Serif PagePlus Publication Ver. (6),ppp,false,Word Processing,fmt/477,fmt/477,false,false
fmt/675,Serif PagePlus Publication Ver. (7),ppp,false,Word Processing,fmt/477,fmt/477,false,false
fmt/676,Serif PagePlus Publication Ver. (8),ppp,false,Word Processing,fmt/477,fmt/477,false,false
fmt/677,Serif PagePlus Publication Ver. (9),ppp,false,Word Processing,fmt/477,fmt/477,false,false
fmt/678,Serif PagePlus Publication Ver. (10),ppp,false,Word Processing,fmt/477,fmt/477,false,false
fmt/679,Serif PagePlus Publication Ver. (11),ppp,false,Word Processing,fmt/477,fmt/477,false,false
fmt/680,Serif PagePlus Publication Ver. (12),ppp,false,Word Processing,fmt/477,fmt/477,false,false
fmt/681,Serif PagePlus Publication Ver. (Home Office),ppp,false,Word Processing,fmt/477,fmt/477,false,false
fmt/682,Thumbs DB file Ver. (XP),db,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/683,Advanced Function Presentation,afp,false,Presentation,fmt/477,fmt/477,false,false
fmt/684,Vectorworks Ver. (2015),vwx,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/685,QuarkXPress Project Ver. (9),"qpt,qwd,qxp",false,Desktop Publishing ,fmt/477,fmt/477,false,true
fmt/686,Vectorworks Ver. (2010),vwx,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/687,Better Portable Graphics,bpg,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/688,Executable and Linkable Format Ver. (32bit Little Endian),"elf,o",false,Binary (Executable),fmt/688,fmt/688,true,false
fmt/689,Executable and Linkable Format Ver. (32bit Big Endian),"elf,o",false,Binary (Executable),fmt/689,fmt/689,true,false
fmt/690,Executable and Linkable Format Ver. (64bit Little Endian),"elf,o",false,Binary (Executable),fmt/690,fmt/690,true,false
fmt/691,Executable and Linkable Format Ver. (64bit Big Endian),"elf,o",false,Binary (Executable),fmt/691,fmt/691,true,false
fmt/692,Mach-O Ver. (32bit),,false,Binary (Data),fmt/692,fmt/692,true,false
fmt/693,Mach-O Ver. (64bit),,false,Binary (Data),fmt/693,fmt/693,true,false
fmt/694,Dalvik Executable Format,dex,false,Binary (Executable),fmt/694,fmt/694,true,false
fmt/695,Optimised Dalvik Executable Format,odex,false,Binary (Executable),fmt/695,fmt/695,true,false
fmt/696,Sibelius,sib,false,Binary (Executable),fmt/696,fmt/696,true,false
fmt/697,Additive Manufacturing File Format,amf,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/698,Standard for the Exchange of Product model data,"p21,step,stp",false,Text (Structured),fmt/477,fmt/477,false,false
fmt/699,Industry Foundation Classes Ver. (2x3),ifc,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/700,Industry Foundation Classes Ver. (4),ifc,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/701,Processing Development Environment,pde,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/702,Universal 3D File Format,u3d,false,Model,fmt/477,fmt/477,false,true
fmt/703,Broadcast WAVE Ver. (0 PCM Encoding),wav,false,Audio,fmt/703,fmt/703,true,false
fmt/704,Broadcast WAVE Ver. (1 PCM Encoding),wav,false,Audio,fmt/704,fmt/704,true,false
fmt/705,Broadcast WAVE Ver. (2 PCM Encoding),wav,false,Audio,fmt/705,fmt/705,true,false
fmt/706,Broadcast WAVE Ver. (0 MPEG Encoding),wav,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/707,Broadcast WAVE Ver. (1 MPEG Encoding),wav,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/708,Broadcast WAVE Ver. (2 MPEG Encoding),wav,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/709,Broadcast WAVE Ver. (0 WAVEFORMATEXTENSIBLE Encoding),"rf64,wav",false,Audio,fmt/709,fmt/709,true,false
fmt/710,Broadcast WAVE Ver. (1 WAVEFORMATEXTENSIBLE Encoding),"rf64,wav",false,Audio,fmt/710,fmt/710,true,false
fmt/711,Broadcast WAVE Ver. (2 WAVEFORMATEXTENSIBLE Encoding),wav,false,Audio,fmt/711,fmt/711,true,false
fmt/712,RF64,"rf64,wav",false,Audio,fmt/712,fmt/712,true,false
fmt/713,RF64 Multichannel Broadcast Wave format,"rf64,wav",false,Audio,fmt/713,fmt/713,true,false
fmt/714,Extensible Music Format,"mxmf,xmf",false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/715,Impulse Tracker Module,it,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/716,MOD Audio Module,mod,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/717,Scream Tracker Module Ver. (1-2),stm,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/718,Scream Tracker Module Ver. (3),s3m,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/719,MultiTracker Module,mtm,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/720,MBOX,mbox,false,Email,fmt/477,fmt/477,false,true
fmt/721,VLW Font File,vlw,false,Font,fmt/721,fmt/721,true,false
fmt/722,Oktalyzer Audio file,okt,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/723,Farandole Composer Module,far,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/724,Keyhole Markup Language (Container),kmz,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/725,Microsoft Project Ver. (2010),mpp,false,Binary (Data),fmt/477,fmt/477,false,true
fmt/726,Virtual Disk Image,vdi,true,Disk Image,fmt/726,fmt/726,false,true
fmt/727,Cartesian Perceptual Compression image format,"cpc,cpi",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/728,RealLegal E-Transcript,ptx,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/729,SQLite Database File Format Ver. (3),"db,db3,sqlite,sqlite3",false,Database,fmt/101,fmt/101,false,false
fmt/730,Digital Negative Format (DNG) Ver. (1.4),dng,false,Image (Raster),fmt/730,fmt/730,true,false
fmt/731,Bink Video Format Ver. (1),bik,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/732,Bink Video Format Ver. (2),"bik2,bk2",false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/733,FL Studio project file (FLP),flp,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/734,SuperScape Virtual Reality Format,svr,false,Model,fmt/477,fmt/477,false,true
fmt/735,Dolby Digital AC-3,ac3,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/736,ClarisWorks Ver. (1 (generic)),cwk,false,Binary (Data),fmt/477,fmt/477,false,true
fmt/737,ClarisWorks Ver. (2-3 (generic)),cwk,false,Binary (Data),fmt/477,fmt/477,false,true
fmt/738,ClarisWorks Drawing Ver. (4),cwk,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/739,ClarisWorks Word Processor Ver. (4),cwk,false,Word Processing,fmt/477,fmt/477,false,false
fmt/740,ClarisWorks Spreadsheet Ver. (4),cwk,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/741,ClarisWorks Database Ver. (4),cwk,false,Database,fmt/101,fmt/101,false,false
fmt/742,ClarisWorks Painting Ver. (4),cwk,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/743,ClarisWorks/AppleWorks Drawing Ver. (5),cwk,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/744,ClarisWorks/AppleWorks Word Processor Ver. (5),cwk,false,Word Processing,fmt/477,fmt/477,false,false
fmt/745,ClarisWorks/AppleWorks Spreadsheet Ver. (5),cwk,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/746,ClarisWorks/AppleWorks Database Ver. (5),cwk,false,Database,fmt/101,fmt/101,false,false
fmt/747,ClarisWorks/AppleWorks Painting Ver. (5),cwk,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/748,AppleWorks Drawing Ver. (6),cwk,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/749,AppleWorks Word Processor Ver. (6),cwk,false,Word Processing,fmt/477,fmt/477,false,false
fmt/750,AppleWorks Spreadsheet Ver. (6),cwk,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/751,AppleWorks Database Ver. (6),cwk,false,Database,fmt/101,fmt/101,false,false
fmt/752,AppleWorks Painting Ver. (6),cwk,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/753,AppleWorks Presentation Ver. (6),cwk,false,Presentation,fmt/477,fmt/477,false,false
fmt/754,Microsoft Word Document (Password Protected) Ver. (97-2003),"doc,wbk",false,Word Processing,fmt/477,fmt/477,false,false
fmt/755,Microsoft Word Document Template (Password Protected) Ver. (97-2003),dot,false,Word Processing,fmt/477,fmt/477,false,false
fmt/756,Zope export file,zexp,false,Database,fmt/101,fmt/101,false,false
fmt/757,Adobe Flash Ver. (11),swf,false,Binary (Executable),fmt/101,fmt/101,false,true
fmt/758,Adobe Flash Ver. (12),swf,false,Binary (Executable),fmt/101,fmt/101,false,true
fmt/759,Adobe Flash Ver. (13),swf,false,Binary (Executable),fmt/101,fmt/101,false,true
fmt/760,Adobe Flash Ver. (14),swf,false,Binary (Executable),fmt/101,fmt/101,false,true
fmt/761,Adobe Flash Ver. (15),swf,false,Binary (Executable),fmt/101,fmt/101,false,true
fmt/762,Adobe Flash Ver. (16),swf,false,Binary (Executable),fmt/101,fmt/101,false,true
fmt/763,Adobe Flash Ver. (17),swf,false,Binary (Executable),fmt/101,fmt/101,false,true
fmt/764,Adobe Flash Ver. (18),swf,false,Binary (Executable),fmt/101,fmt/101,false,true
fmt/765,Adobe Flash Ver. (19),swf,false,Binary (Executable),fmt/101,fmt/101,false,true
fmt/766,Adobe Flash Ver. (20),swf,false,Binary (Executable),fmt/101,fmt/101,false,true
fmt/767,Adobe Flash Ver. (21),swf,false,Binary (Executable),fmt/101,fmt/101,false,true
fmt/768,Adobe Flash Ver. (22),swf,false,Binary (Executable),fmt/101,fmt/101,false,true
fmt/769,Adobe Flash Ver. (23),swf,false,Binary (Executable),fmt/101,fmt/101,false,true
fmt/770,Adobe Flash Ver. (24),swf,false,Binary (Executable),fmt/101,fmt/101,false,true
fmt/771,Adobe Flash Ver. (25),swf,false,Binary (Executable),fmt/101,fmt/101,false,true
fmt/772,Adobe Flash Ver. (26),swf,false,Binary (Executable),fmt/101,fmt/101,false,true
fmt/773,Adobe Flash Ver. (27),swf,false,Binary (Executable),fmt/101,fmt/101,false,true
fmt/774,Adobe Flash Ver. (28),swf,false,Binary (Executable),fmt/101,fmt/101,false,true
fmt/775,Adobe Flash Ver. (29),swf,false,Binary (Executable),fmt/101,fmt/101,false,true
fmt/776,Adobe Flash Ver. (30),swf,false,Binary (Executable),fmt/101,fmt/101,false,true
fmt/777,Microsoft Network Monitor Packet Capture Ver. (1),cap,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/778,Microsoft Network Monitor Packet Capture Ver. (2),cap,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/779,pcap Packet Capture,"cap,dmp,pcap",false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/780,pcap Next Generation Packet Capture,pcapng,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/781,Snoop Packet Capture,snoop,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/782,PowerVR Object Data,pod,false,CAD,fmt/782,fmt/782,true,false
fmt/783,Material Exchange Format Ver. (Operational Pattern 1b),mxf,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/784,Material Exchange Format Ver. (Operational Pattern 1c),mxf,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/785,Material Exchange Format Ver. (Operational Pattern 2a),mxf,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/786,Material Exchange Format Ver. (Operational Pattern 2b),mxf,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/787,Material Exchange Format Ver. (Operational Pattern 2c),mxf,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/788,Material Exchange Format Ver. (Operational Pattern 3a),mxf,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/789,Material Exchange Format Ver. (Operational Pattern 3b),mxf,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/790,Material Exchange Format Ver. (Operational Pattern 3c),mxf,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/791,Material Exchange Format Ver. (Operational Pattern OP-ATOM),mxf,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/792,Unified Emulator Format,"hq.uef,uef",true,Disk Image,fmt/792,fmt/792,false,true
fmt/793,RPM Package Manager file Ver. (1),"rpm,src.rpm",false,Binary (Executable),fmt/793,fmt/793,true,false
fmt/794,RPM Package Manager file Ver. (2),"rpm,src.rpm",false,Binary (Executable),fmt/794,fmt/794,true,false
fmt/795,RPM Package Manager file Ver. (3),"rpm,src.rpm",false,Binary (Executable),fmt/795,fmt/795,true,false
fmt/796,Adobe After Effects,aep,false,Binary (Data),fmt/796,fmt/796,true,false
fmt/797,Apple ProRes,mov,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/798,The Neuroimaging Informatics Technology Initiative File Format Ver. (1),nii,false,Binary (Data),fmt/645,"fmt/645,fmt/10,fmt/13",false,true
fmt/799,WriteNow,,false,Desktop Publishing ,fmt/477,fmt/477,false,true
fmt/800,CSV Schema,csvs,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/801,TAP (ZX Spectrum),tap,true,Disk Image,fmt/801,fmt/801,false,true
fmt/802,TAP (Commodore 64),tap,true,Disk Image,fmt/802,fmt/802,false,true
fmt/803,Encase Image File Format/Expert Witness Compression Format,e01,true,Disk Image,fmt/803,fmt/803,false,true
fmt/804,Logical File Evidence Format,l01,true,Disk Image,fmt/804,fmt/804,false,true
fmt/805,XAML Binary Format,xbf,false,Binary (Data),fmt/805,fmt/805,true,true
fmt/806,MATLAB Mat File Ver. (Level 5),"fig,mat",false,Binary (Data),fmt/806,fmt/806,true,false
fmt/807,HDF5 Ver. (0),"h5,hdf,hdf5,nc",false,Binary (Data),fmt/807,fmt/807,true,false
fmt/808,StarOffice Calc Ver. (3.x),sdc,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/809,StarOffice Calc Ver. (4.x),sdc,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/810,StarOffice Draw Ver. (3.x),sdd,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/811,StarOffice Draw Ver. (4.x),sdd,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/812,StarOffice Writer Ver. (3.x),sdw,false,Word Processing,fmt/477,fmt/477,false,false
fmt/813,StarOffice Writer Ver. (4.x),sdw,false,Word Processing,fmt/477,fmt/477,false,false
fmt/814,StarOffice Impress Ver. (3.x),sdd,false,Presentation,fmt/477,fmt/477,false,false
fmt/815,StarOffice Impress Ver. (4.x),sdd,false,Presentation,fmt/477,fmt/477,false,false
fmt/816,NUT Open Container Format,nut,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/817,JSON Data Interchange Format,json,false,Text (Structured),fmt/101,fmt/101,false,true
fmt/818,YAML,"yaml,yml",false,Text (Structured),fmt/477,fmt/477,false,false
fmt/819,CD-ROM/XA (eXtended Architecture),dat,true,Disk Image,fmt/819,fmt/819,false,true
fmt/820,T64 Tape Image Format,t64,true,Disk Image,fmt/820,fmt/820,false,true
fmt/821,G64 GCR-encoded Disk Image Format,"g41,g64,g71",true,Disk Image,fmt/821,fmt/821,false,true
fmt/822,CRT C64 Cartridge Image Format,crt,true,Disk Image,fmt/822,fmt/822,false,true
fmt/823,P00 C64 Image Format,"p00,p01,p02,p03,p04",true,Disk Image,fmt/823,fmt/823,false,true
fmt/824,Apple iWork Pages Ver. (Generic),pages,false,Word Processing,fmt/477,fmt/477,false,false
fmt/825,Apple iWork Numbers Ver. (Generic),numbers,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/826,Scriptware Script Format,sw3,false,Word Processing,fmt/477,fmt/477,false,false
fmt/827,Serif DrawPlus Drawing Ver. (3),dpp,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/828,MATLAB Mat File Ver. (Level 7.3),"fig,mat",false,Dataset,fmt/101,fmt/101,false,true
fmt/829,3MF 3D Manufacturing Format,3mf,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/830,Qsplat Model,qs,false,Model,fmt/477,fmt/477,false,true
fmt/831,Polygon File Format,ply,false,CAD,fmt/831,fmt/831,true,false
fmt/832,Open Inventor File Format Ver. (1.x),iv,false,CAD,fmt/832,fmt/832,true,false
fmt/833,Open Inventor File Format Ver. (2.x),iv,false,CAD,fmt/833,fmt/833,true,false
fmt/834,Quattro Pro Spreadsheet for Windows Ver. (1/5),wb1,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/835,Quattro Pro Spreadsheet for Windows Ver. (6),wb2,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/836,Quattro Pro Spreadsheet Ver. (7-8),wb3,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/837,Quattro Pro Spreadsheet Ver. (9 onwards),qpw,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/838,Outlook Express Message Database,dbx,false,Email,fmt/477,fmt/477,false,false
fmt/839,Outlook Express Folder Database,dbx,false,Email,fmt/477,fmt/477,false,false
fmt/840,ADX Audio Format,adx,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/841,Interleaved ADX Audio Format (AIX),aix,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/842,AccessData Custom Content Image,"ad1,ad2,ad3,ad4,ad5",true,Disk Image,fmt/842,fmt/842,false,true
fmt/843,AccessData Custom Content Image (Encrypted),"ad1,ad2,ad3,ad4,ad5",true,Disk Image,fmt/843,fmt/843,false,true
fmt/844,Advanced Forensic Format,aff,true,Disk Image,fmt/844,fmt/844,false,true
fmt/845,ClarisWorks Drawing Ver. (2-3),cwk,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/846,ClarisWorks Word Processor Ver. (2-3),cwk,false,Word Processing,fmt/477,fmt/477,false,false
fmt/847,ClarisWorks Spreadsheet Ver. (2-3),cwk,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/848,ClarisWorks Database Ver. (2-3),cwk,false,Database,fmt/101,fmt/101,false,false
fmt/849,ClarisWorks Painting Ver. (2-3),cwk,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/850,NuFile Exchange Archival Library,"bxy,sdk,shk",true,Package,fmt/850,fmt/850,false,false
fmt/851,Genealogical Data Communication (GEDCOM) Format,ged,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/852,Serif DrawPlus Drawing Ver. (4),dpp,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/853,Serif DrawPlus Drawing Ver. (5),dpp,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/854,Personal Ancestral File (PAF) Ver. (3),paf,false,Dataset,fmt/101,fmt/101,false,true
fmt/855,Personal Ancestral File (PAF) Ver. (4),paf,false,Dataset,fmt/101,fmt/101,false,true
fmt/856,Personal Ancestral File (PAF) Ver. (5),paf,false,Dataset,fmt/101,fmt/101,false,true
fmt/857,Navisworks Document Ver. (Generic),"nwc,nwd",false,CAD,fmt/857,fmt/857,true,false
fmt/858,Navisworks Document Ver. (2010),"nwc,nwd",false,CAD,fmt/858,fmt/858,true,false
fmt/859,Navisworks Document Ver. (2011),"nwc,nwd",false,CAD,fmt/859,fmt/859,true,false
fmt/860,Navisworks Document Ver. (2012),"nwc,nwd",false,CAD,fmt/860,fmt/860,true,false
fmt/861,Maya Binary File Format Ver. (32 Bit),mb,false,CAD,fmt/861,fmt/861,true,false
fmt/862,Maya Binary File Format Ver. (64 Bit),mb,false,CAD,fmt/862,fmt/862,true,false
fmt/863,Maya ASCII File Format,ma,false,CAD,fmt/863,fmt/863,true,false
fmt/864,3DM Ver. (5),3dm,false,Model,fmt/477,fmt/477,false,true
fmt/865,STL (Standard Tessellation Language) Binary,stl,false,CAD,fmt/865,fmt/865,true,false
fmt/866,Apple Safari Webarchive,webarchive,true,Package,fmt/866,fmt/866,false,false
fmt/867,Microsoft Reader eBook,lit,false,Portable Document Format,fmt/477,fmt/477,false,false
fmt/868,MySQL Table Definition Format,frm,false,Database,fmt/101,fmt/101,false,false
fmt/869,CDX Internet Archive Index,cdx,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/870,Perl Script,pl,false,Text (Source Code),fmt/870,fmt/870,true,false
fmt/871,Adobe Content Server Message File,acsm,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/872,Free Lossless Image Format (FLIF),flif,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/873,Notation3,n3,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/874,Turtle,ttl,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/875,RDF/XML,rdf,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/876,Pagemaker Document (Generic),"p65,pmd,pmt",false,Presentation,fmt/477,fmt/477,false,false
fmt/877,Corel Presentation Ver. (7-8-9),shw,false,Presentation,fmt/477,fmt/477,false,false
fmt/878,Corel Presentation Ver. (3),shw,false,Presentation,fmt/477,fmt/477,false,false
fmt/879,Fortran,"f,f03,f90,f95,for",false,Text (Structured),fmt/477,fmt/477,false,false
fmt/880,JSON-LD,jsonld,false,Text (Structured),fmt/101,fmt/101,false,true
fmt/881,Microsoft Document Imaging File Format,mdi,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/882,Wordstar 2000 Ver. (1),,false,Word Processing,fmt/477,fmt/477,false,false
fmt/883,Siegfried Signature File,sig,false,Dataset,fmt/101,fmt/101,false,true
fmt/884,AXD HTTP Handler File,axd,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/885,BASIC File,bas,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/886,HTML Components,htc,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/887,SafeGuard Encrypted Virtual Disk,"hdr,vol",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/888,QuadriSpace Format,"qsd,qsl,qsm,qst",false,Model,fmt/477,fmt/477,false,true
fmt/889,Feather,feather,false,Dataset,fmt/101,fmt/101,false,true
fmt/890,AbiWord Document,abw,false,Word Processing,fmt/477,fmt/477,false,false
fmt/891,AbiWord Document Template,awt,false,Word Processing,fmt/477,fmt/477,false,false
fmt/892,Compound WordPerfect for Windows Document Ver. (6 onwards),"doc,w60,wp,wp6,wpd",false,Word Processing,fmt/477,fmt/477,false,false
fmt/893,i2 Analysts Notebook,anb,false,Dataset,fmt/101,fmt/101,false,true
fmt/894,Gaussian Input Data File,gjf,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/895,JEOL NMR Spectroscopy,jdf,false,Dataset,fmt/101,fmt/101,false,true
fmt/896,MusicXML,"musicxml,xml",false,Text (Structured),fmt/477,fmt/477,false,false
fmt/897,Compressed MusicXML,mxl,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/898,Zoomify Image Format,zif,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/899,Windows Portable Executable Ver. (32 bit),"dll,exe,sys",false,Binary (Executable),fmt/899,fmt/899,true,false
fmt/900,Windows Portable Executable Ver. (64 bit),"dll,exe,sys",false,Binary (Executable),fmt/900,fmt/900,true,false
fmt/901,Microsoft Works Spreadsheet Ver. (6-9),xlr,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/902,Blender 3D Ver. (32 bit),blend,false,Model,fmt/477,fmt/477,false,true
fmt/903,Blender 3D Ver. (64 bit),blend,false,Model,fmt/477,fmt/477,false,true
fmt/904,Bluetooth Snoop Packet Capture,log,false,Binary (Data),fmt/904,fmt/904,true,false
fmt/905,Variant Call Format Ver. (1.x),vcf,false,Dataset,fmt/101,fmt/101,false,true
fmt/906,Variant Call Format Ver. (2.x),vcf,false,Dataset,fmt/101,fmt/101,false,true
fmt/907,Variant Call Format Ver. (3.x),vcf,false,Dataset,fmt/101,fmt/101,false,true
fmt/908,Variant Call Format Ver. (4.x),vcf,false,Dataset,fmt/101,fmt/101,false,true
fmt/909,CRAM File Format Ver. (1.x),cram,false,Dataset,fmt/101,fmt/101,false,true
fmt/910,CRAM File Format Ver. (2.x),cram,false,Dataset,fmt/101,fmt/101,false,true
fmt/911,CRAM File Format Ver. (3.x),cram,false,Dataset,fmt/101,fmt/101,false,true
fmt/912,Microsoft Paint Ver. (2),msp,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/913,Caligari trueSpace File Format Ver. (ASCII),"cob,scn",false,Model,fmt/477,fmt/477,false,true
fmt/914,Caligari trueSpace File Format Ver. (Binary),"cob,scn",false,Model,fmt/477,fmt/477,false,true
fmt/915,Mapsforge Binary Map File Format,map,false,GIS,fmt/477,"fmt/477,fmt/645,fmt/10,fmt/13",false,true
fmt/916,ESRI ArcMap Document,"mxd,mxt",false,GIS,fmt/477,"fmt/477,fmt/645,fmt/10,fmt/13",false,true
