PUID,name,extension,containerDataFormat,category,outPuid,possibleOutPuid,outputDataFormat,keepOriginal
fmt/1533,Serif PagePlus Publication Ver. (X7),"ppb,ppp,ppx",false,Word Processing,fmt/477,fmt/477,false,false
fmt/1534,Serif PagePlus Publication Ver. (X8),"ppb,ppp,ppx",false,Word Processing,fmt/477,fmt/477,false,false
fmt/1535,Serif PagePlus Publication Ver. (X9),"ppb,ppp,ppx",false,Word Processing,fmt/477,fmt/477,false,false
fmt/1536,Serif PagePlus Publication Ver. (SE),"ppb,ppp,ppx",false,Word Processing,fmt/477,fmt/477,false,false
fmt/1537,Serif PagePlus Publication Ver. (1-3),"ppp,ppt",false,Word Processing,fmt/477,fmt/477,false,false
fmt/1538,CompuServe RLE,rle,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1539,Raster Matrix Format,rsw,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1540,NeoDisk Icon File Ver. (3),nic,false,Image (Raster),fmt/1540,fmt/1540,true,false
fmt/1541,Visual Basic Form File Ver. (4 onwards),frm,false,Text (Unstructured),fmt/1541,fmt/1541,true,false
fmt/1542,Visual Basic Form File Ver. (3 or earlier),frm,false,Text (Unstructured),fmt/1542,fmt/1542,true,false
fmt/1543,ELAN Annotation File,eaf,false,Text (Unstructured),fmt/1543,fmt/1543,true,false
fmt/1544,ELAN Preference File,pfsx,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1545,NeoDesk Icon File Ver. (1 and 2),nic,false,Image (Raster),fmt/1545,fmt/1545,true,false
fmt/1546,Daisy-Dot Font File Ver. (I and II),nlq,false,Font,fmt/1546,fmt/1546,true,false
fmt/1547,Daisy-Dot Font File Ver. (III),nlq,false,Font,fmt/1547,fmt/1547,true,false
fmt/1548,Visual Basics MAK File Ver. (3 or earlier),mak,false,Text (Unstructured),fmt/1548,fmt/1548,true,false
fmt/1549,Bentley Microstation Hidden Line File,hln,false,Model,fmt/477,fmt/477,false,true
fmt/1550,MATLAB Mat File Ver. (Level 4),mat,false,Text (Unstructured),fmt/1550,fmt/1550,true,false
fmt/1551,NetWare Loadable Module,nlm,false,Binary (Executable),fmt/1551,fmt/1551,true,false
fmt/1552,Surprise! Adlib Tracker v2.0 Ver. (2.0),sa2,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/1553,Septentrio Binary Format,sbf,false,Dataset,fmt/477,fmt/477,false,true
fmt/1554,DNA Sequence Chromatogram File Ver. (3.00),scf,false,Dataset,fmt/477,fmt/477,false,true
fmt/1555,Standard Data Format,sdf,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1556,Starlink Data Format,sdf,false,Dataset,fmt/477,fmt/477,false,false
fmt/1557,Cyber Paint Sequence,seq,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1558,SelF-eXtracting LHA/LZH Compressed Files,sfx,true,Dataset,fmt/1558,fmt/1558,false,false
fmt/1559,Beam Software SIFF File,"son,vb",false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/1560,Sample Vision Audio File Format,smp,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/1561,SpritePad Image Format,spd,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1562,AutoDesk Indexed Point Cloud,pcg,false,Model,fmt/477,fmt/477,false,true
fmt/1563,ERDAS Imagine Large Raster Spill File,ige,false,GIS,fmt/1563,fmt/1563,true,true
fmt/1564,Associated Signature Container Extended (ASiC-E),"asice,sce",true,Container,fmt/1564,fmt/1564,false,true
fmt/1565,reStructuredText,rst,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1566,ColdFusion Markup Language,cfm,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1567,ISDOC Information System Document (Generic) Ver. (5.x),isdoc,false,Text (Structured),fmt/1567,fmt/1567,true,false
fmt/1568,ISDOCX Information System Document (Generic) Ver. (5.x),isdocx,true,Container,fmt/1568,fmt/1568,false,true
fmt/1569,Bitstream Speedo Fonts,spd,false,Font,fmt/1569,fmt/1569,true,false
fmt/1570,ISDOC Information System Document Ver. (6.0.1),isdoc,false,Text (Mark-up),fmt/1570,fmt/1570,true,false
fmt/1571,ISDOCX Information System Document Ver. (6.0.1),isdocx,true,Container,fmt/1571,fmt/1571,false,true
fmt/1572,OrCAD Project File,opj,true,Container,fmt/1572,fmt/1572,false,true
fmt/1573,Visual Basic Project File Ver. (1-6),vbp,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1574,Visual Basic Project Workspace File Ver. (1-6),vbw,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1575,Spectrum 512 Compressed | Spectrum 512 Smooshed,"spc,sps",false,Image (Raster),fmt/1575,fmt/1575,true,false
fmt/1576,Spectrum 512 Uncompressed | Spectrum 512 Uncompressed Enhanced,spu,false,Image (Raster),fmt/1576,fmt/1576,true,false
fmt/1577,Spectrum 512 Extended Ver. (1),spx,false,Image (Raster),fmt/1577,fmt/1577,true,false
fmt/1578,Spectrum 512 Extended Ver. (2),spx,false,Image (Raster),fmt/1578,fmt/1578,true,false
fmt/1579,SPYne Containers,spy,true,Container,fmt/1579,fmt/1579,false,false
fmt/1580,Envision Publisher File,evp,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/1581,Envision Publisher Font files,svf,false,Font,fmt/1581,fmt/1581,true,false
fmt/1582,Vim SWAP File,swp,false,Word Processing,fmt/477,fmt/477,false,false
fmt/1583,SXG (ZX Spectrum) Graphic File,sxg,false,Image (Raster),fmt/1583,fmt/1583,true,false
fmt/1584,ADRIFT Text Adventure File,taf,false,Text (Structured),fmt/1584,fmt/1584,true,false
fmt/1585,TurboCalc Document,tcd,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/1586,TheDraw Save File,td,false,Image (Raster),fmt/477,"fmt/477,fmt/645,fmt/10,fmt/13",false,false
fmt/1587,COKE Format (Atari Falcon),tg1,false,Image (Raster),fmt/1587,fmt/1587,true,false
fmt/1588,TGIF File Format,"obj,tgif",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1589,Taquart Interlace Picture,tip,false,Image (Raster),fmt/1589,fmt/1589,true,false
fmt/1590,Visual Basic Binary Form File,frx,false,Binary (Data),fmt/645,"fmt/645,fmt/10,fmt/13",false,true
fmt/1591,ESRI ArcInfo Coverage Annotation File,txt,false,GIS,fmt/1591,fmt/1591,true,true
fmt/1592,ASEG-GDF2 Description file,des,false,GIS,fmt/1592,fmt/1592,true,true
fmt/1593,ASEG-GDF2- Data definition file,dfn,false,GIS,fmt/1593,fmt/1593,true,true
fmt/1594,ESRI ArcInfo DAT file (external),dat,false,GIS,fmt/1594,fmt/1594,true,true
fmt/1595,Canon Raw Ver. (3.0),cr3,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1596,ESRI ArcInfo Grid .nit file,nit,false,GIS,fmt/1596,fmt/1596,true,true
fmt/1597,PageMaker template file Ver. (5.0),pt5,false,Text (Unstructured),fmt/1597,fmt/1597,true,false
fmt/1598,Stata .do command file,do,false,Text (Unstructured),fmt/1598,fmt/1598,true,false
fmt/1599,R program file,r,false,Text (Unstructured),fmt/1599,fmt/1599,true,false
fmt/1600,ESRI ArcInfo DAT File (internal),,false,,fmt/1600,fmt/1600,false,true
fmt/1601,Type Library Ver. (Type 1),tlb,false,Binary (Data),fmt/1601,fmt/1601,true,false
fmt/1602,Type Library Ver. (Type 2),tlb,false,Binary (Data),fmt/1602,fmt/1602,true,false
fmt/1603,TUNDRA,tnd,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1604,EggPaint (Atari Falcon),trp,false,Image (Raster),fmt/1604,fmt/1604,true,false
fmt/1605,True Colour Sprites [Spooky Sprites] (Atari Falcon),trs,false,Image (Raster),fmt/1605,fmt/1605,true,false
fmt/1606,Packed-Ice True Colour Sprites [Spooky Sprites] (Atari Falcon),trs,false,Image (Raster),fmt/1606,fmt/1606,true,false
fmt/1607,True Colour Picture [Spooky Sprites] (Atari Falcon),"trp,tru",false,Image (Raster),fmt/1607,fmt/1607,true,false
fmt/1608,Packed-Ice True Colour Picture [Spooky Sprites] (Atari Falcon),"trp,tru",false,Image (Raster),fmt/1608,fmt/1608,true,false
fmt/1609,exFAT (extensible File Allocation Table) disc image,img,true,Disk Image,fmt/1609,fmt/1609,false,true
fmt/1610,Viacom New Media Graphics,"000,vnm",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1611,WRAptor Compressed File Ver. (1; 2; 3),"wr3,wra",true,Package,fmt/1611,fmt/1611,false,false
fmt/1612,XBIN (eXtended BIN),xb,false,Text (Unstructured),fmt/1612,fmt/1612,true,false
fmt/1613,XML Shareable Playlist Format,xspf,false,Text (Mark-up),fmt/1613,fmt/1613,true,false
fmt/1614,Esri ArcExplorer project file,aep,false,GIS,fmt/1614,fmt/1614,true,true
fmt/1615,CATIA Drawing Ver. (5),catdrawing,false,CAD,fmt/1615,fmt/1615,true,false
fmt/1616,BibTeX Database File,bib,false,Text (Unstructured),fmt/1616,fmt/1616,true,false
fmt/1617,Devicetree Blob (DTB) Ver. (17),dtb,false,Binary (Data),fmt/477,fmt/477,false,true
fmt/1618,SGML/XML Entity File,ent,false,Text (Mark-up),fmt/1618,fmt/1618,true,false
fmt/1619,Pascal Source Code,pas,false,Text (Source Code),fmt/477,fmt/477,false,true
fmt/1620,Aero Studio Song,aero,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/1621,AHX-Module Format (formerly THX module format) Ver. (0-2),ahx,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/1622,Asylum Music Format,amf,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/1623,Art Of Noise Ver. (4 Channel Module),aon,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/1624,Art Of Noise Ver. (8 Channel Module),aon,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/1625,ESRI Colour File Format,clr,false,GIS,fmt/1625,fmt/1625,true,true
fmt/1626,MicroStation Symbology Resource File,rsc,false,CAD,fmt/1626,fmt/1626,true,false
fmt/1627,Z Print Build File,zbd,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1628,Adobe InDesign Document Ver. (1.0),"ind,indd",false,Presentation,fmt/477,fmt/477,false,false
fmt/1629,Adobe InDesign Document Ver. (1.5),"ind,indd,indt",false,Presentation,fmt/477,fmt/477,false,false
fmt/1630,Adobe InDesign Document Ver. (2.0),"ind,indd,indt",false,Presentation,fmt/477,fmt/477,false,false
fmt/1631,Adobe InDesign Document Ver. (CS5.5),"ind,indd,indt",false,Presentation,fmt/477,fmt/477,false,false
fmt/1632,Adobe InDesign Document Ver. (CC),"ind,indd,indt",false,Presentation,fmt/477,fmt/477,false,false
fmt/1633,Adobe InDesign Document Ver. (CC 2014),"ind,indd,indt",false,Presentation,fmt/477,fmt/477,false,false
fmt/1634,Adobe InDesign Document Ver. (CC 2015),"ind,indd,indt",false,Presentation,fmt/477,fmt/477,false,false
fmt/1635,Adobe InDesign Document Ver. (CC 2017),"ind,indd,indt",false,Presentation,fmt/477,fmt/477,false,false
fmt/1636,Adobe InDesign Document Ver. (CC 2018),"ind,indd,indt",false,Presentation,fmt/477,fmt/477,false,false
fmt/1637,Adobe InDesign Document Ver. (CC 2019),"ind,indd,indt",false,Presentation,fmt/477,fmt/477,false,false
fmt/1638,Adobe InDesign Document Ver. (CC 2020),"ind,indd,indt",false,Presentation,fmt/477,fmt/477,false,false
fmt/1639,Adobe InDesign Document Ver. (CC 2021),"ind,indd,indt",false,Presentation,fmt/477,fmt/477,false,false
fmt/1640,Adobe InDesign Document Ver. (CC 2022),"ind,indd,indt",false,Presentation,fmt/477,fmt/477,false,false
fmt/1641,Adobe InDesign Interchange Document,inx,false,Text (Mark-up),fmt/477,fmt/477,false,false
fmt/1642,Adobe InDesign Library Ver. (2),indl,false,Binary (Data),fmt/1642,fmt/1642,true,false
fmt/1643,Lenel Network Video Recorder File,lnr,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/1644,Roxio Label Creator Project File Ver. (4-5),jwl,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1645,Roxio Label Creator Project File Ver. (6-7),jwl,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1646,Roxio Label Creator Project File Ver. (8-11),jwl,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1647,Inspiration Software File,isf,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1648,Crystal Reports File,rpt,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1649,AGS 4 Data Format Ver. (4.0. 4.1),ags,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1650,Bayesian Interchange Format File,bif,false,Text (Unstructured),fmt/477,fmt/477,false,true
fmt/1651,Garmin Flexible and Interoperable Data Transfer file,fit,false,Text (Unstructured),fmt/477,fmt/477,false,true
fmt/1652,Typescript,"ts, tsx",false,Text (Unstructured),fmt/1652,fmt/1652,true,false
fmt/1653,STAD PAC File,"pac, seq",false,Image (Raster),fmt/1653,fmt/1653,true,false
fmt/1654,Palm Database ImageViewer Format,pdb,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,true
fmt/1655,cdrLabel Label File,clb,false,Text (Unstructured),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1656,Microsoft Help Contents File,cnt,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1657,XIMG (Extended GEM Bit Image),"img, ximg",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1658,XL-Paint MaX,"max, xlp",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1659,XL-Paint,raw,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1660,Arts & Letters Clip Art Library,yal,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1661,Yamaha Wave Audio Ver. (Generic),"f01, s01, u01, w01",false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/1662,Yamaha TX Wave Audio,"txw, w01, w02, w03, w04, w05, w06, w07, w08, w09, w10, w11, w12, w13, w14, w15, w16, w17, w18, w19, w20, w21, w22",false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/1663,YAODL (Yet Another Object Description Language) File,ydl,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1664,RED Thumbnail File,rtn,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1665,Easy CD Creator Layout | Roxio Easy CD Creator Layout Ver. (5-6),"cl5, rcl",false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1666,Roxio Easy Media Creator Layout Ver. (7),rcl,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1667,Roxio Easy Media Creator - Classic Creator File Ver. (8-10),rcl,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1668,Roxio Easy Media Creator Layout Ver. (8-10),roxio,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1669,Roxio Data Project File Ver. (11),rox,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1670,Roxio Audio Project File Ver. (11),rox,false,Text (Structured),fmt/134,"fmt/134,fmt/198,fmt/141",false,true
fmt/1671,Z Compressed Data,Z,true,Package,fmt/1671,fmt/1671,false,true
fmt/1672,Linux/i386 Binary Executable File ZMAGIC,"o, so",false,Text (Structured),fmt/1672,fmt/1672,true,false
fmt/1673,ZBrush MatCap,zmt,false,Model,fmt/477,fmt/477,false,true
fmt/1674,ZyXEL Voice Format Audio,"ad2, zvd, zyx",false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/1675,IntelliFont Font File,"lib, type",false,Font,fmt/1675,fmt/1675,true,false
fmt/1676,Covox ADPCM Audio Files,"cvx, v2s, v3s, v4s, v8, vmf",false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/1677,Microsoft Office File List,xml,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1678,MATLAB Script File,m,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1679,Garmin track log file,gmn,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1680,INTREPID Standard Information File Ver. (3.7 onwards),isi,false,Dataset,fmt/477,fmt/477,false,true
fmt/1681,OBO Flat File Format Ver. (1.2),obo,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1682,EndNote Library Ver. (X - X9),enl,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1683,EndNote Compressed Library Ver. (X - X9),enlx,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1684,EndNote Library Ver. (20),enl,false,Database,fmt/101,fmt/101,false,true
fmt/1685,EndNote Compressed Library Ver. (20),enlx,false,Database,fmt/101,fmt/101,false,true
fmt/1686,PageMaker Mac Document Ver. (4),,false,Word Processor,fmt/477,fmt/477,false,true
fmt/1687,PageMaker Mac Document Ver. (5),,false,Word Processor,fmt/477,fmt/477,false,true
fmt/1688,Microsoft Word for MS-DOS Document Ver. (6),doc,false,Word Processor,fmt/477,fmt/477,false,false
fmt/1689,Microsoft Word for MS-DOS Glossary File Ver. (Generic),gly,false,Word Processor,fmt/477,fmt/477,false,false
fmt/1690,Microsoft Word for MS-DOS Style Sheet File Ver. (Generic),sty,false,Word Processor,fmt/477,fmt/477,false,false
fmt/1691,Microsoft Word for MS-DOS Printer Description File Ver. (Generic),prd,false,Word Processor,fmt/1691,fmt/1691,true,false
fmt/1692,ESRI ArcGIS Raw Raster Reader/ Writer,hdr,false,GIS,fmt/1692,fmt/1692,true,false
fmt/1693,Asymetrix Compel Presentation Ver. (1),cpl,false,Presentation,fmt/477,fmt/477,false,false
fmt/1694,Asymetrix Compel Presentation Ver. (2),cpl,false,Presentation,fmt/477,fmt/477,false,false
fmt/1695,602 Text file Ver. (1.0-1.51),602,false,Word Processor,fmt/1695,fmt/1695,true,true
fmt/1696,ESRI Attribute Index Files,ain,false,GIS,fmt/1696,fmt/1696,true,false
fmt/1697,Calc602 Spreadsheet file or backup file Ver. (1.51),"bak, tc6",false,Spreadsheet,fmt/1697,fmt/1697,true,true
fmt/1698,Calc602 Spreadsheet file or backup file v.1.00 Ver. (1),"bak, tc6",false,Spreadsheet,fmt/1698,fmt/1698,true,true
fmt/1699,602 Graph/Chart File Ver. (1.51),gc6,false,Text (Structured),fmt/1699,fmt/1699,true,true
fmt/1700,OGC GeoPackage Ver. (1.0-1.31),gpkg,false,GIS,fmt/1700,fmt/1700,true,true
fmt/1701,Persuasion Mac Document Ver. (1),pr1,false,Presentation,fmt/477,fmt/477,false,true
fmt/1702,Persuasion Mac Document Ver. (2),pr2,false,Presentation,fmt/477,fmt/477,false,true
fmt/1703,Persuasion Mac Document,pr2,false,Presentation,fmt/477,fmt/477,false,true
fmt/1704,Persuasion Mac Document Ver. (3),pr3,false,Presentation,fmt/477,fmt/477,false,true
fmt/1705,Persuasion Mac Document Ver. (4),pn4,false,Presentation,fmt/477,fmt/477,false,true
fmt/1706,Persuasion Windows Document Ver. (2),"at2, pr2",false,Presentation,fmt/477,fmt/477,false,true
fmt/1707,Persuasion Windows Document Ver. (3.x - 4.x),"at3, at4, pn4, pr3",false,Presentation,fmt/477,fmt/477,false,true
fmt/1708,Persuasion Player File Ver. (3),ppf,false,Presentation,fmt/477,fmt/477,false,true
fmt/1709,Persuasion Presentation Interchange File,prf,false,Presentation,fmt/477,fmt/477,false,true
fmt/1710,Persuasion Auto-Template Interchange File,atf,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1711,Software602 Printer Configuration File Ver. (1),cfg,false,Text (Structured),fmt/1711,fmt/1711,true,false
fmt/1712,Calc602 Macro File,mc6,false,Spreadsheet,fmt/1712,fmt/1712,true,false
fmt/1713,Calc602 Project File Ver. (1),pc6,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/1714,CATIA Model File Ver. (3),model,false,Model,fmt/477,fmt/477,false,true
fmt/1715,Applet Effect Factory Config File,data,false,Text (Source Code),fmt/1715,fmt/1715,true,false
fmt/1716,Cintel Raw Image/DaVinci Resolve Image,"cri, dvcc",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1717,Time Stamp Token,tst,false,Text (Unstructured),fmt/1717,fmt/1717,true,false
fmt/1718,PageMaker Mac Document Ver. (6.5-7.0),"p65, pmd, pmt, t65",false,Word Processor,fmt/477,fmt/477,false,true
fmt/1719,PageMaker Mac Document Ver. (6),"pm6, pt6",false,Word Processor,fmt/477,fmt/477,false,true
fmt/1720,Portable Compiled Format,pcf,false,Font,fmt/1720,fmt/1720,true,true
fmt/1721,Pablo Paint Raster Image,"pa3, ppp",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,true
fmt/1722,BIM Metadata File,bim,false,Dataset,fmt/477,fmt/477,false,true
fmt/1723,Wordcraft Chapter Files,1,false,Word Processing,fmt/477,fmt/477,false,false
fmt/1724,LegalDocML Document,xml,false,Text (Mark-up),fmt/101,fmt/101,false,true
fmt/1725,Capture One Settings File,cos,false,Text (Mark-up),fmt/101,fmt/101,false,true
fmt/1726,Geosoft Map Description File,mdf,false,GIS,fmt/1726,fmt/1726,true,false
fmt/1727,Pro Tools Session File Ver. (10 onwards),ptx,false,Text (Structured),fmt/1727,fmt/1727,true,true
fmt/1728,dBASE Windows Form File,wfm,false,Dataset,fmt/1728,fmt/1728,true,false
fmt/1729,Esri Shapefile Geospatial Metadata File,xml,false,GIS,fmt/1729,fmt/1729,true,false
fmt/1730,Data File Ver. (Generic),dat,false,Dataset,fmt/1730,fmt/1730,true,false
fmt/1731,PowerGraphics Image File,pgr,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,true
fmt/1732,Prism Paint Bitmap,"pnt, tpi",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,true
fmt/1733,PaintShop Plus Compressed Format,"da4, psc",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,true
fmt/1734,Portfolio Graphics Compressed File,pgc,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,true
fmt/1735,C/C++ Header File,"h, hpp, hxx",false,Text (Source Code),fmt/1735,fmt/1735,true,true
fmt/1736,Creative Voice File,voc,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/1737,Flow Cytometry Standard File Ver. (1.0-3.1),fcs,false,Dataset,fmt/477,fmt/477,false,true
fmt/1738,UDF Disc Image,"cdr, dmg, iso, toast",true,Disk Image,fmt/1738,fmt/1738,false,true
fmt/1739,UDF-ISO 9660 Bridge Disc,"cdr, dmg, iso, toast",true,Disk Image,fmt/1739,fmt/1739,false,true
fmt/1740,Apple Partition Map Disk Image,"bin, cdr, dmg, img, iso, toast",true,Disk Image,fmt/1740,fmt/1740,false,true
fmt/1741,Apple Partition Map ISO 9660 Hybrid,"cdr, iso, toast",true,Disk Image,fmt/1741,fmt/1741,false,true
fmt/1742,Hierarchical File System Plus,"dmg, img, toast",true,Disk Image,fmt/1742,fmt/1742,false,true
fmt/1743,Nero Burning ROM Image File Ver. (Generic),nrg,true,Disk Image,fmt/1743,fmt/1743,false,true
fmt/1744,Psion Series 3 Bitmap,pic,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1745,PixArt Bitmap,pix,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1746,Rocky Interlace Picture,rip,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
